p1_dragon,p1_electric,p1_fire,p1_flying,p1_ghost,p1_grass,p1_ground,p1_ice,p1_normal,p1_notype,p1_poison,p1_psychic,p1_rock,p1_water,p2_dragon,p2_electric,p2_fire,p2_flying,p2_ghost,p2_grass,p2_ground,p2_ice,p2_normal,p2_notype,p2_poison,p2_psychic,p2_rock,p2_water,diff_base_hp,diff_base_atk,diff_base_def,diff_base_spa,diff_base_spd,diff_base_spe,diff_level,hp_diff_mean,move_basepow_diff_mean,move_acc_diff_mean,somma_diff_hp,diff_status_stunned,diff_status_poisoned,diff_status_dmgresiduo,diff_effect_trap,diff_effect_buff,diff_effect_confuse,p1_effect_transform,p2_effect_transform,p1_boost_atk,p1_boost_def,p1_boost_spa,p1_boost_spd,p1_boost_spe,p2_boost_atk,p2_boost_def,p2_boost_spa,p2_boost_spd,p2_boost_spe,p1_movetype_ELECTRIC,p1_movetype_FIGHTING,p1_movetype_FIRE,p1_movetype_FLYING,p1_movetype_GHOST,p1_movetype_GRASS,p1_movetype_GROUND,p1_movetype_ICE,p1_movetype_NORMAL,p1_movetype_POISON,p1_movetype_PSYCHIC,p1_movetype_ROCK,p1_movetype_WATER,p1_movecat_PHYSICAL,p1_movecat_SPECIAL,p1_movecat_STATUS,p2_movetype_ELECTRIC,p2_movetype_FIGHTING,p2_movetype_FIRE,p2_movetype_FLYING,p2_movetype_GHOST,p2_movetype_GRASS,p2_movetype_GROUND,p2_movetype_ICE,p2_movetype_NORMAL,p2_movetype_POISON,p2_movetype_PSYCHIC,p2_movetype_ROCK,p2_movetype_WATER,p2_movecat_PHYSICAL,p2_movecat_SPECIAL,p2_movecat_STATUS
1.0,0.00255687664706983,0.043852847574979176,0.3566305860176451,0.044832011255928554,0.09890085874292537,0.02676160702089188,0.003494008618083915,0.20822800859341814,,0.10959669231316985,0.1619843446755112,0.02676160702089188,0.03564244376166243,0.009801573150770888,0.0030268355064745744,0.018255872382801398,0.011793111160574547,0.008991025245586773,0.03466336293533859,0.013535626706167016,0.023157793206534563,0.024752632583322626,,0.00952983747129685,0.005739197864487947,0.013535626706167016,0.002623855307378562,0.0886375097846337,0.06516518893701062,0.026173677189012368,0.023110536358048023,0.023110536358048023,0.06426934676718649,0.0019984353380424346,0.03308080181604035,0.058478722848228644,0.0735425955054389,0.06880383713992855,0.022896213290107843,0.09760882678748123,0.09696361715514368,0.0847686933197476,0.024138569850525995,0.020522428480329064,0.002826355694036994,0.002826355694036994,0.037735558785080815,0.0032048777088604322,0.00530313710179308,0.005306704402034333,0.2557274901979912,0.006971829931086333,,0.020305668604134745,0.020310262315054603,0.006216413660137918,0.020696539536656768,0.04088512419629844,0.0582410949639811,0.00035117000816205235,0.01520855015124666,0.016295039199214257,0.01485250326317613,0.027478407735351332,0.07811359764457931,0.15753887583705098,0.037031315902143196,0.0025905165686487884,0.026472425316946963,0.07724076876899849,0.016083258057137336,0.05900161518784777,0.025071612355294304,0.030307200189317814,0.00546083044200073,0.014189953387927771,0.0035941770603341314,0.017367140220129057,0.00047059372136466115,0.035309471523890565,0.033034244782291035,0.006083184351724574,0.0047979643148086575,0.018972477664139148,0.0010364096385646919,0.03729306917379332,0.05664836420943919,0.035280562539192914
0.00255687664706983,1.0,0.007757704870273834,0.6990288641422221,0.009270222881162912,0.08551902907342274,0.18428906604605774,0.07817533559136863,0.23212571169086194,,0.006829189195032705,0.3244204330277854,0.18428906604605774,0.23611052812742322,0.010637719379598358,0.009230739973769391,0.008900685564700197,0.00740593838395201,0.013807369028682024,0.0052411164900063026,0.022273214676161286,0.003708220893607788,0.017032072863774738,,0.014663672809700011,0.0027947550672954152,0.022273214676161286,0.007403657150539957,0.08535434485422072,0.035648600941751776,0.016435205170408262,0.12479890965534288,0.12479890965534288,0.13375427085499678,0.007180276450313418,0.03083748304723153,0.011159313428408505,0.025974893411420927,0.05264450241153127,0.03196722515002285,0.02198082376309215,0.025723660968947317,0.0006134475261558838,0.0400149569453827,0.0020923031092953087,0.01015495214870553,0.01015495214870553,0.017501567132632685,0.020631778114358706,0.005930416064411168,0.005943279380209346,0.12355089226953811,0.0050650870028941825,,0.004311351464980562,0.004310166783515556,0.015221342192700799,0.1709516702501505,0.0004707034896124743,0.029489397821475603,0.38117125283287845,0.016670145671648342,0.012661205653954451,0.04060343520164732,0.052253576559063396,0.10635044681765388,0.017884912669510852,0.03356083833971697,0.019893551025214545,0.023371144333570834,0.04249518711718552,0.013315581988980228,0.04413013036901727,0.003242422228782638,0.0053549356643870175,0.0060631358675094634,0.0013059308808407715,0.007450587274463285,0.021176859831993057,0.03720207357371997,0.002971336424241416,0.007607099544514918,0.0018858602548327663,0.0007456609859158991,0.13373462190246196,0.02404768587373223,0.023719897246468776,0.009018101271568433,0.010324770471198147
0.043852847574979176,0.007757704870273834,1.0,0.17904027085800223,0.04736167811133336,0.07230285741895483,0.04550171736860032,0.00014300919928624117,0.16911084926033915,,0.040814889692199874,0.07278682884534897,0.04550171736860032,0.034012540574819186,0.0399821983283545,0.0010110188262285199,0.015263673845493177,0.016214976989886835,0.0012906575476332046,0.015303585702311197,0.005642465345792583,0.01906260402095069,0.0016181265568091705,,0.0015268910066949819,0.0056567745570595355,0.005642465345792583,0.011564820792800327,0.03313686523363084,0.0029510558764657482,0.017385583592427273,0.016087152221509377,0.016087152221509377,0.02398738432163665,0.0009259442079569227,0.013861383333542863,0.0050133258400180646,0.02939669391722264,0.0453779472265967,0.025726008309985726,0.003677276884807359,0.034421135647349,0.017560912068163247,0.024299090252238528,0.025472387738318836,0.0013095483424963618,0.0013095483424963618,0.16505469575814385,0.0014849306831395419,0.0033415841625172105,0.003343233903280269,0.0015013351930854477,0.004563438475563215,,0.013046419486744704,0.013048532823052968,0.007773078784631179,0.0024889989502173593,0.035918477446273044,0.20007888833556253,0.0008389303512447087,0.013917322365378326,0.005755088083238887,0.03042581183042178,0.0005972794080949241,0.0228886364545863,0.05433190120460636,0.021098721572750057,0.0007237338981812987,0.025946301101504327,0.03755439738042338,0.03241217438678909,0.008586435457885564,0.02778117752215372,0.010174155686915147,0.020960057714630605,0.003620995766015928,0.012135783345658804,0.014372894745567685,0.0032782071866646273,0.008711173275353442,0.03606620575070353,0.021486230794039288,0.01467475609015937,0.06182616104978234,0.032005409017520886,0.027570297732463212,0.05109209972394975,0.010695656256388015
0.3566305860176451,0.6990288641422221,0.17904027085800223,1.0,0.05744029908447427,0.12100609715918877,0.17009228326087028,0.03580743323217076,0.25116431001108797,,0.06569357552851013,0.3601830673300562,0.17009228326087028,0.25394858474837056,0.009305999336177257,0.004032597665310695,0.007575248199143718,0.0032580832542787063,0.003109511536964082,0.02269644545323238,0.01589068619811814,0.012953442179432803,0.013913418165355176,,0.0033674891524011117,0.006581590254439508,0.01589068619811814,0.00870473117763334,0.07346874543987282,0.06536735154008697,0.04161924851055106,0.12152618155973167,0.12152618155973167,0.09767031080225345,0.0066599262192387695,0.02765562806074786,0.015695959113758248,0.024895766554431542,0.07761041494385358,0.054786036547981934,0.05503305683127272,0.0562359799840367,0.023418849115049108,0.048397535765332,0.00818809396638753,0.009419028993977941,0.009419028993977941,0.02406167395261347,0.024961854591315884,0.018036124877052924,0.0180241109211111,0.25904703438384563,0.014504592322375092,,0.0038889658274814894,0.0038896750688141133,0.016761689856828455,0.08312642812173578,0.06132541537218901,0.05345857648953487,0.39807436043233124,0.022732962963892843,0.018104675647102296,0.05701276557196016,0.016555361780336647,0.03872503734871889,0.07108029984637204,0.04782757551201561,0.03314056617738494,0.01756995247636869,0.06631359464704438,0.007628980299105309,0.07574448795720728,0.024824716221221576,0.013621132706684485,0.007610525656773978,0.005514681464597282,0.00015280550890636052,0.02966037571275349,0.0018655481195381327,0.021518489672032046,0.020929052112246275,0.009255482997691326,0.0072197664479448625,0.12540963484829676,0.01603175150760634,0.006750335577714238,0.025669199594790366,0.01486801825607346
0.044832011255928554,0.009270222881162912,0.04736167811133336,0.05744029908447427,1.0,0.16469153864876518,0.10461148480162794,0.07863038094749485,0.21736179203371003,,0.9088937358058399,0.376945182743388,0.10461148480162794,0.1287365885850524,0.014251754451194134,0.019346698721676953,0.013883516451844134,0.0018305067562000223,0.014249162086281419,0.005491072649304313,0.0008532014447035944,0.006703531441907746,0.027455926233395975,,0.014539839011420233,0.03578711530478397,0.0008532014447035944,0.0036894912873749333,0.12590527532909865,0.038135656324728685,0.013759865073248072,0.14037023142965577,0.14037023142965577,0.10969120434067173,0.005763013635360364,0.03154616063677607,0.012005913887250098,0.13670629378845084,0.01626648981413697,0.0009675694435608836,0.03423102026301531,0.030938363177268103,0.0019968711879024977,0.049858553284583454,0.07446049460710619,0.008150539621196202,0.008150539621196202,0.004459259466965417,0.009294008479140466,0.023948768816490943,0.023938343458625427,0.05236389185632316,0.00968785364016813,,0.006974026585596671,0.006987487695194505,0.015723206354276865,0.001209729975862761,0.10187353276799363,0.039012773710790906,0.01994926625514634,0.31252468242421516,0.017934727083471363,0.014257662640421774,0.0517338944476935,0.053368426268480755,0.06135530465367811,0.05805297133086106,0.008113596641983176,0.03578928549373552,0.005537137768197065,0.028607920202702905,0.04500114561089229,0.02687455833380839,0.04514568522686531,0.002816603937070366,0.010935363455423295,0.016765819505731062,0.01162553438833789,0.1694142693093089,0.024866699380346496,0.16452596151905138,0.020113061735065968,0.10071468385933836,0.027725298764347272,0.00907336802363621,0.08520425084197897,0.054432855603234166,0.02898975438000007
0.09890085874292537,0.08551902907342274,0.07230285741895483,0.12100609715918877,0.16469153864876518,1.0,0.1351759340181121,0.23678931303409048,0.004986186410143134,,0.06928912393495838,0.3082681955043186,0.1351759340181121,0.20366881923479865,3.83544187249346e-06,0.03365971260374405,0.00418499888606788,0.011307554121284908,0.011738378888036818,0.004681001220941816,0.008859280378454957,0.022051448021115912,0.025589301518919888,,0.01032569946672151,0.039457470975446725,0.008859280378454957,0.01791832807492593,0.06617779541388799,0.09667210371395514,0.02832101489807526,0.0668764842129915,0.0668764842129915,0.11002692474910628,0.018573408904639085,0.0261126016681738,0.0052956157399537,0.04878202058347997,0.04629448275318429,0.05964537278474876,0.030110938940860883,0.034152808600924435,0.01335585624507315,0.005638973895170186,0.017782331171348264,0.00691125569654992,0.00691125569654992,0.030285970688013635,0.010974601665865667,0.04042469168807936,0.040433318133293206,0.05841026304557976,0.0048348448093991836,,0.06532458696169184,0.06533575491501742,0.0153912708955094,0.02660921774127785,0.0730378823637432,0.058609506417813144,0.024900050777039585,0.040197604591178535,0.37401790483461417,0.05325069907829452,0.1305387594635391,0.014650348932835216,0.07126651176600522,0.04949641051529353,0.03083733645894708,0.12617886169453224,0.07394482966586274,0.0464089670113265,0.020636149896326214,0.07012364933309406,0.031039318917719844,0.002582838271216557,0.04404300492199489,0.006028770108356796,0.015460321673563501,0.07953164456578754,0.06231890271874088,0.03056356196989735,0.024418551459372037,0.04256893320968849,0.015652215030354785,0.0656341454352504,0.018726468338790155,0.0684467915311729,0.01735077377364652
0.02676160702089188,0.18428906604605774,0.04550171736860032,0.17009228326087028,0.10461148480162794,0.1351759340181121,1.0,0.11277759725894115,0.31521318642149243,,0.08745393326750396,0.1540988526923782,1.0,0.02022936340961512,0.01589362949607464,0.02206938844913952,0.01097908818623332,0.014387898021346974,0.00281084094499859,0.014254809878420911,0.006135004023371906,0.033944221248612474,0.009258024769906312,,0.001551323454768594,0.018354157479470806,0.006135004023371906,0.01659851900459483,0.04480963484407889,0.16511623247347929,0.18270275834686442,0.23839909479376917,0.23839909479376917,0.1201696853405645,0.012613158183401738,0.014708399698344886,0.004375329664518903,0.015420272338650258,0.04429449321686312,0.022877024169198974,0.001374671095690904,0.002186979335896478,0.0009621688308918822,0.021612611024708406,0.001631968416400897,0.003377995260215822,0.003377995260215822,0.020972349387495252,0.012566847342315376,0.027772924699546373,0.027795459828493234,0.03363279215752125,0.011768097966388847,,0.029114515132349927,0.02910082547423755,0.014339942006346003,0.05056748097010958,0.061721034135915745,0.033261402405727905,0.05304398382052824,0.009350047754056129,0.015411277052199622,0.3563852100222975,0.012411986881746587,0.06338978263709921,0.0218489058258555,0.09406064693672202,0.2615340919652204,0.030981033410221966,0.05072165556652041,0.0438171503415879,0.05425622907950982,0.05432552111666492,0.013843596744668188,0.003561682277455024,0.03428714192322071,0.010415256423104058,0.04724601024969231,0.09965596812972423,0.08133309448238063,0.08774407464189178,0.0227958320815385,0.03782099715355303,0.016145452100301275,0.051649366843849936,0.03957915157859929,0.11647278744094713,0.05647853491988894
0.003494008618083915,0.07817533559136863,0.00014300919928624117,0.03580743323217076,0.07863038094749485,0.23678931303409048,0.11277759725894115,1.0,0.205959530933,,0.07276298295623757,0.11865854152233753,0.11277759725894115,0.21803780466544864,0.01141606988741948,0.01776014433554336,0.020980367846918955,0.012244665855832603,0.01912395017880267,0.008454689957795998,0.00851107482300741,0.01693756865971365,0.007350244530959291,,0.018239932059087673,0.011911367717945081,0.00851107482300741,0.0035427783610072565,0.06772161936334234,0.042047964421081614,0.07279554927435765,0.02088859316196718,0.02088859316196718,0.0028154840207530933,0.02401202762900548,0.05982237353289496,0.10329741208104329,0.22242463984681474,0.057628221405000415,0.05590552298656844,0.026086716829459622,0.017673240661901773,0.008183933868497754,0.03721236404604769,0.060739035282003424,0.0004263891589492582,0.0004263891589492582,0.00078497120257438,0.0038488869519725036,0.022258939934926558,0.022272863220914017,0.016434989203296838,0.005143367052393956,,0.020768886348203557,0.020775829592883894,0.02065629561516724,0.1391955009948133,0.0843399270204179,0.009407755103344436,0.02816743252026451,0.023492158132916045,0.1222130742413591,0.07635386227105777,0.28911554871952194,0.02054198026248934,0.03467389341885129,0.08442481287886297,0.03274162021182063,0.20759032958872886,0.14325435084220758,0.21513043744288696,0.06974540399242318,0.11391793695116881,0.002904802540277318,0.0048545047488312565,0.030295847741251138,0.0035910227710053365,0.04950768619171281,0.06874672806635351,0.10500838173892202,0.003632603995950273,0.003920041208570086,0.020741747216932217,0.027128583151430637,0.02856822916920845,0.028368749328738282,0.030710011654837315,0.0024012240666676636
0.20822800859341814,0.23212571169086194,0.16911084926033915,0.25116431001108797,0.21736179203371003,0.004986186410143134,0.31521318642149243,0.205959530933,1.0,,0.2618849494766908,0.09507792364613336,0.3152131864214923,0.2487179940352566,0.026998681554018685,0.032375885870042184,0.01057722494040982,0.025241757040272934,0.008814595698599284,0.03739123637845314,0.03417127404900269,0.022757676869854734,0.025836394986318675,,0.00745058303700802,0.030658047379731563,0.03417127404900269,0.0485105052077787,0.32762799599922465,0.07998600630327773,0.2033389145686424,0.07618445906539727,0.07618445906539727,0.13635998424908904,0.005912724871896822,0.03738725563393001,0.016093814669563358,0.09232497762601258,0.006221745271286656,0.02960203720148161,0.04918754520821535,0.057820732084067746,0.042428027447539325,0.05091357139614246,0.06847586391521242,0.008362273870381715,0.008362273870381715,0.06703215109740407,0.005413283814805867,0.04536699913039366,0.04537744917381829,0.07342468947490946,0.009185581905243101,,0.003107363968960106,0.0031211915586669753,0.010951313987580737,0.029488954372022057,0.04916533970116608,0.07587677795102556,0.08391785581015711,0.11823294529330398,0.045132080500275305,0.11011398575206133,0.0141196896043269,0.20890757804897983,0.11761497493584012,0.04958483195426691,0.12325658403589076,0.15896781512871894,0.06379526960793185,0.16009012932997477,0.06947250026690507,0.05720104332373202,0.022763416323310803,0.01082901506133023,0.008339637452268261,0.00829657993767906,0.01006314808435811,0.07275464077449148,0.00040685905733876923,0.12639438962265037,0.039158001958907146,0.0017396554719929114,0.07949643007426464,0.0183098412519666,0.08040772091188983,0.06271550522420763,0.027000724663789076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
